index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
6518,Protect & Care Deodorant - No Skin Irritation & 48h Freshness,Beauty & Hygiene,Fragrances & Deos,Nivea Men,205.8,210.0,Men's Deodorants,3.3,"Nivea for Men Roll-on Deodorant Silver keep with anti-bacterial silver ions helping to remove bacteria and avoid body odor. Delivers 24 hour assurance and anti-per spirant guard keeping you fresh and dry all day long. 
For Beauty tips, tricks & more visit https://bigbasket.blog/"
6532,Absolute Flutter Secrets Volumising Mascara,Beauty & Hygiene,Makeup,Lakme,472.0,675.0,Eyes,2.4,"Crafted by backstage experts, bat your best eyelashes with the Lakme Absolute Flutter Secrets Volume Mascara. Take eye makeup to another level with the Lakme Absolute Flutter Secrets Volume Mascara. It not only adds volume to your beautiful lashes but also defines them and makes your eyes look bigger and more beautiful. Buy the Lakme Absolute Flutter Secrets Volumising Mascara and show off those lashes! The Lakme Absolute Flutter Secrets Volumizing Mascara is revolutionary mascara with long-term curl memory formula that gives your lashes volume, colour and lots of drama. The Lakme Absolute Flutter Secrets Volumising Mascara is safe for the eyes and a simple solution for dramatic volume and gorgeous lashes. The Lakme Absolute Flutter Secrets Volumising Mascara multiple lash volume, to give you a clump-free look. It is waterproof and smudge resistant. It comes with an easy to use applicator. Easy to carry and a simple solution for dramatic volume and gorgeous lashes."
6557,Relax Moisturising Hand Wash - Lavender & Ylang-Ylang,Beauty & Hygiene,Bath & Hand Wash,Fiama,70.0,70.0,Hand Wash & Sanitizers,4.4,"Fiama liquid handwash contains fragrance that is proven to make you feel fresh. The gel formulation contains skin conditioners that make your hands soft and has natural germ protection to keep your hands safe. Available in 3 variants; happy, relax, and fresh."
6589,Rich Cocoa Butter Lip Care,Beauty & Hygiene,Skin Care,Himalaya,120.0,150.0,Lip Care,4.3,"Indulge your lips with Himalaya Herbals intensely moisturizing Rich Cocoa Butter Lip Care. Indulge your lips with Himalaya Herbals intensely moisturizing Rich Cocoa Butter Lip Care. Our luxurious lip balm moisturizes your lips to keep them soft and supple. The moisture-retention formula with skin soothers makes your lips naturally glossy while the antioxidants and natural actives care for your lips by protecting them from environmental damage.Enriched with 100% natural colour, Vitamin E and antioxidants, Rich Cocoa Butter Lip Care is free from preservatives, petroleum jelly, mineral oil and silicone. Not tested on animals"
6745,"Skin Naturals - Sakura White, Face Serum Sheet Mask, Pink",Beauty & Hygiene,Skin Care,Garnier,211.61,297.0,Face Care,4.1,"Garnier introduces a new generation of face masks for women that infuses skin with 1 week of serum with 1 mask. Use Garnier Sakura White Sheet Mask if you have dull and de-hydrated skin. It is enriched with Japanese Sakura and will instantly hydrate giving it a pinkish glow in just 15 mins. It will also smoothen your skin. The tissue mask has been dermatologically tested. How to use – Unfold the mask. Apply on clean face with blue protective film facing outwards. Remove the blue film. Adjust the mask to the contours of your face. Leave it on for 15mins. Remove mask and gently massage your face with the excess serum. • Garnier tissue face masks provide your skin with deep hydration • Garnier Sakura White Sheet Mask is enriched with Japanese Sakura flower extracts • Perfect for dull and dehydrated skin • Instantly hydrates the skin and gives it a pinkish glow in just 15 minutes • 1 mask gives you one week of serum • Suitable for all skin types, including sensitive skin"
6768,For Moms - Nipple Care Butter,Baby Care,Mothers & Maternity,Himalaya,75.0,75.0,Maternity Personal Care,4.3,"Himalaya For Moms Nipple Care Butter is a herbal formulation with the goodness of 100% natural oils. Ideal for both expecting and lactating mothers, it helps prepare nipples for effective nursing and also helps in the prevention and management of sore and cracked nipples."
6805,Gentle Baby Soap,Baby Care,Baby Bath & Hygiene,Himalaya,72.0,72.0,Baby Bath,4.4,"Himalaya Gentle Baby Soap is formulated to gently cleanse and condition your baby's skin, leaving it soft and hydrated. The goodness of Olive Oil and Almond Oil, are infused into in the soap. Making it ideal for daily use."
6836,Pure Hands Moisturizing Hand Wash - Tulsi & Aloe,Beauty & Hygiene,Bath & Hand Wash,Himalaya,45.0,50.0,Hand Wash & Sanitizers,4.4,"Enriched with the power of Tulsi, known for it's detoxifying, purifying and antimicrobial properties in combination with Aloe Vera known for it's soothing and moisturizing properties. This handwash prevents excessive dryness of hands."
6840,Daily Pore Minimizing Toner,Beauty & Hygiene,Skin Care,Kaya Clinic,308.0,440.0,Face Care,4.1,"This alcohol-free toner with pore minimizing witch hazel extract and soothing botanicals like cucumber gently removes impurities and leaves the skin feeling smooth, refreshed and comfortable. It also contains niacinamide for the even-toned skin. Formula researched and developed by dermatologists."
6842,Taft Looks V12 Power Gel Speed Hold 12,Beauty & Hygiene,Hair Care,Schwarzkopf,425.0,425.0,Hair Care & Styling,,Catapult your hair in seconds into unrivalled high Taft hold for the most demanding challenges with the top-of-the-line Taft v12 high-speed gel. The new formula is boosted with v12 fixing agents and speed-hold technology to pave the way for an accelerated styling and incredible hold.
6854,Sweat Proof Sunscreen SPF 30,Beauty & Hygiene,Skin Care,Kaya Clinic,682.0,975.0,Face Care,4.8,"Sweat proof sunscreen SPF 30+ is water and sweat resistant sunscreen delivering up to 8-hour broad spectrum protection against harmful UV-A and UV-B rays. A light white coloured cream that leaves the skin with a smooth silky after-feel, and keeps it protected for long. Formula researched and developed by dermatologists."
6875,True Wear Nail Color,Beauty & Hygiene,Makeup,Lakme,96.0,120.0,Nails,3.3,"Trendy shades on the go and for every mood, Lakme True Wear Colour Crush nail enamel make the world a better place! Long-lasting by nature and chip-resistant, Lakme True Wear Colour Crush coats your nails to perfection; giving them a vibrant and elegant look. It has colour lock technology and is resin-based, making it a perfect choice! Add a stroke of classic colour to your nails with Lakme True Wear Colour Crush Nail Colour. A colour for all seasons and occasions, the shades are simply a must-have. The Lakme True wear Colour Crush Nail Colour comes with Colour Lock Technology that ensures the colour stays on your nails for long. The chip-resistant feature of this Lakme True Wear Colour Crush Nail Colour keeps the colour intact. Apply the shade you love from Lakme True wear Colour Crush and you are ready to impress! Buy this bottle right away! For better results, shake the bottle well before use and apply two coats. The True wear Colour Crush Nail Colour range contains resins with colour lock technology. The range strengthens nails with long-lasting, chip-resistant nail enamel. The new additions of exciting sparkly shades give your nails a silk sheen, the Lakme True wear Colour Crush nail colour range will add sparkle to your everyday life."
6880,Face Cleanser - Bio Oriss Root,Beauty & Hygiene,Skin Care,BIOTIQUE,112.5,150.0,Face Care,4.0,"This 100% soap-free cleanser is a nourishing blend of pure orris root and neem leaves, to cleanse and brighten skin without dryness. Fresh-gel formula will not disturb the skin’s natural pH balance."
6896,Absolute - Argan Oil Radiance Rinse Off Cleansing Oil,Beauty & Hygiene,Skin Care,Lakme,359.2,449.0,Face Care,3.0,"Lakmé Absolute Argan Oil Radiance Rinse-Off Cleansing Oil gives you the nourished radiant look. New Lakme Argan Oil Radiance is a range of luxurious face care products infused with legendary Moroccan Argan Oil. This rich, non-greasy range is specially designed for nourished and radiant looking skin. The Moroccan Argan Oil infused rinse off cleanser melts into your skin and gently lifts away long-wear and waterproof makeup, dirt and pollution. This multi-action cleanser, when blended with water on your face, transforms into cleansing milk and deep cleans the pores leaving your skin nourished. Crafted by experts, this lightweight cleansing formula will give you nourished and radiant skin. Lakmé is India’s No. 1 colour cosmetics brand offering a wide range of high-end, world-class makeup and skincare products. Lakmé has a vast product range specially crafted by experts for Indian skin. The brand has also been redefining fashion in India for over 16 years with Lakmé Fashion Week, India’s premier fashion event."
6912,Hair Naturals - Balancing Cleanser,Beauty & Hygiene,Hair Care,Kaya Clinic,841.5,990.0,Shampoo & Conditioner,,"Kaya Hair Naturals Balancing Cleanser, the gentle & mild Balancing Cleanser is enriched with Natural Complex made of Black Pepper & Inga Alba bark extracts which restore natural scalp health and protects the scalp from future damages. This unique pH balanced formula is free from Sulfates, Silicones & Parabens. It is fortified with Amino acids, minerals & Avocado that makes the hair soft, soothes the scalp and leaves it nourished."
6917,Milky Soft Face Cream For Babies,Baby Care,Baby Bath & Hygiene,Mamaearth,199.0,199.0,Baby Creams & Lotions,4.3,"Hi! I am Mamaearths Milky Soft Face Cream. With the goodness of Almond Oil and Murumuru Butter, I moisturise babys delicate skin and protect it from dryness by forming a skin barrier. Milk protein in me locks in the moisture and soothes babys delicate skin. Shea and cocoa butter improve skin texture by providing relief from eczema, chapped, dry and itchy skin. I am dermatologically tested, pH balanced and contain no harmful chemicals like SLS, paraben, sulfate, mineral oil, PEGs, phthalates, or artificial fragrances."
6921,Revitalift Laser X3 Transforming Eye Cream,Beauty & Hygiene,Skin Care,Loreal Paris,1035.0,1035.0,Eye Care,4.6,"L'Oreal Paris Revitalift Laser X3 Anti-Ageing Eye Cream reduces wrinkles, puffiness and replenishes skin texture for a new youthful and radiant look. Inspired by dermatological procedures to give a younger-looking eye area.1st anti-ageing intensive anti-ageing eye care solution from L'Oreal Paris. Instantly refines texture, and reduces eye puffiness for skin transformation around the eyes .3 % Pro-Xylane + Adenosine for increased hydration & skin elasticity. Use daily in the morning & night for a cleansed and hydrated feeling around the eyes."
6925,Comedone Control Serum,Beauty & Hygiene,Skin Care,Kaya Clinic,739.5,870.0,Face Care,,"Comedone control serum is a lightweight, fast-acting serum that targets comedones (blackheads and whiteheads) and active acne. The serum penetrates deep and unclogs pores. Botanical extracts Kudzu, Burdock and Chamomili have anti-bacterial properties that work immediately on acne causing bacteria to give results in 12 hours. The pumple size reduces while your acne starts drying off within 24 hours. Regular usage will help clear comedones and pimples in 2 weeks and prevent further breakouts. Formula researched and developed by dermatologists"
